campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP08615,2025-10-15,2025-10-27,Influencer,20350,422,148,76,575.29,1670.13,1.9,12,1094.8400000000001,2.9,65.55,2.07,35.07,51.35,1.36,3.89,7.57,2025,10,October,4,Wednesday
CAMP08616,2025-10-24,2025-10-31,Social,210894,4119,1695,972,1099.67,1486.03,0.35,7,386.3599999999999,1.35,26.0,1.95,41.15,57.35,0.27,0.65,1.13,2025,10,October,4,Friday
CAMP08617,2025-05-14,2025-05-21,Search,219943,2757,1099,396,2065.55,3695.0,0.79,7,1629.4499999999998,1.79,44.1,1.25,39.86,36.03,0.75,1.88,5.22,2025,5,May,2,Wednesday
CAMP08618,2025-10-10,2025-10-16,Social,286035,27458,3102,942,4839.74,10467.1,1.16,6,5627.360000000001,2.16,53.76,9.6,11.3,30.37,0.18,1.56,5.14,2025,10,October,4,Friday
CAMP08619,2025-06-02,2025-06-07,Influencer,295627,23861,6093,2456,1395.66,3400.25,1.44,5,2004.59,2.44,58.95,8.07,25.54,40.31,0.06,0.23,0.57,2025,6,June,2,Monday
CAMP08620,2025-03-07,2025-03-15,Influencer,298279,11930,2732,1632,2198.25,3306.28,0.5,8,1108.0300000000002,1.5,33.51,4.0,22.9,59.74,0.18,0.8,1.35,2025,3,March,1,Friday
CAMP08621,2025-05-17,2025-05-23,Search,279942,12283,6008,3369,2847.29,6176.17,1.17,6,3328.88,2.17,53.9,4.39,48.91,56.08,0.23,0.47,0.85,2025,5,May,2,Saturday
CAMP08622,2025-04-02,2025-04-08,Influencer,179991,2762,1132,354,1842.03,5286.83,1.87,6,3444.8,2.87,65.16,1.53,40.98,31.27,0.67,1.63,5.2,2025,4,April,2,Wednesday
CAMP08623,2025-11-13,2025-11-28,Influencer,281342,6811,2609,727,3534.77,6061.79,0.71,15,2527.02,1.71,41.69,2.42,38.31,27.87,0.52,1.35,4.86,2025,11,November,4,Thursday
CAMP08624,2025-09-16,2025-10-01,Social,112378,4273,1183,462,3338.37,7137.79,1.14,15,3799.42,2.14,53.23,3.8,27.69,39.05,0.78,2.82,7.23,2025,9,September,3,Tuesday
CAMP08625,2025-04-13,2025-04-22,Email,191574,8603,3926,1045,395.99,890.25,1.25,9,494.26,2.25,55.52,4.49,45.64,26.62,0.05,0.1,0.38,2025,4,April,2,Sunday
CAMP08626,2025-02-24,2025-03-04,Display,37104,2441,260,130,2200.86,6106.5,1.77,8,3905.64,2.77,63.96,6.58,10.65,50.0,0.9,8.46,16.93,2025,2,February,1,Monday
CAMP08627,2025-09-14,2025-09-19,Search,274747,11410,2183,468,3927.3,6369.71,0.62,5,2442.41,1.62,38.34,4.15,19.13,21.44,0.34,1.8,8.39,2025,9,September,3,Sunday
CAMP08628,2025-04-11,2025-04-24,Email,43661,4187,1582,458,3235.57,8884.57,1.75,13,5649.0,2.75,63.58,9.59,37.78,28.95,0.77,2.05,7.06,2025,4,April,2,Friday
CAMP08629,2025-07-17,2025-07-25,Search,166037,6782,2057,426,2354.91,5526.83,1.35,8,3171.92,2.35,57.39,4.08,30.33,20.71,0.35,1.14,5.53,2025,7,July,3,Thursday
CAMP08630,2025-10-28,2025-11-06,Email,296484,28089,8806,2559,3676.36,8947.8,1.43,9,5271.439999999999,2.43,58.91,9.47,31.35,29.06,0.13,0.42,1.44,2025,10,October,4,Tuesday
CAMP08631,2025-08-14,2025-08-25,Influencer,203761,15422,4110,908,3385.39,3834.33,0.13,11,448.94000000000005,1.13,11.71,7.57,26.65,22.09,0.22,0.82,3.73,2025,8,August,3,Thursday
CAMP08632,2025-08-25,2025-08-31,Search,159641,14525,2419,1135,4204.29,7202.3,0.71,6,2998.01,1.71,41.63,9.1,16.65,46.92,0.29,1.74,3.7,2025,8,August,3,Monday
CAMP08633,2025-01-26,2025-02-07,Email,205174,15036,2503,1071,349.88,432.45,0.24,12,82.57,1.24,19.09,7.33,16.65,42.79,0.02,0.14,0.33,2025,1,January,1,Sunday
CAMP08634,2025-05-01,2025-05-16,Display,54411,3328,724,206,2722.87,5781.02,1.12,15,3058.1500000000005,2.12,52.9,6.12,21.75,28.45,0.82,3.76,13.22,2025,5,May,2,Thursday
CAMP08635,2025-07-01,2025-07-07,Influencer,113004,6307,1812,511,3335.58,8923.54,1.68,6,5587.960000000001,2.68,62.62,5.58,28.73,28.2,0.53,1.84,6.53,2025,7,July,3,Tuesday
CAMP08636,2025-07-18,2025-08-02,Search,163326,5915,2541,804,3409.66,6205.49,0.82,15,2795.83,1.82,45.05,3.62,42.96,31.64,0.58,1.34,4.24,2025,7,July,3,Friday
CAMP08637,2025-10-29,2025-11-12,Search,105148,3873,1079,560,4619.95,6704.51,0.45,14,2084.5600000000004,1.45,31.09,3.68,27.86,51.9,1.19,4.28,8.25,2025,10,October,4,Wednesday
CAMP08638,2025-09-12,2025-09-21,Email,279350,8405,3858,1003,2116.92,3406.58,0.61,9,1289.6599999999999,1.61,37.86,3.01,45.9,26.0,0.25,0.55,2.11,2025,9,September,3,Friday
CAMP08639,2025-05-02,2025-05-08,Search,268677,12009,1779,442,3996.06,8577.05,1.15,6,4580.99,2.15,53.41,4.47,14.81,24.85,0.33,2.25,9.04,2025,5,May,2,Friday
CAMP08640,2025-01-31,2025-02-06,Influencer,76132,1631,340,137,3951.57,10017.49,1.54,6,6065.92,2.54,60.55,2.14,20.85,40.29,2.42,11.62,28.84,2025,1,January,1,Friday
CAMP08641,2025-11-11,2025-11-19,Social,222761,9998,1281,699,1417.43,3373.09,1.38,8,1955.66,2.38,57.98,4.49,12.81,54.57,0.14,1.11,2.03,2025,11,November,4,Tuesday
CAMP08642,2025-10-12,2025-10-20,Email,232677,19786,6015,1742,1414.65,4080.33,1.88,8,2665.68,2.88,65.33,8.5,30.4,28.96,0.07,0.24,0.81,2025,10,October,4,Sunday
CAMP08643,2025-04-16,2025-04-28,Display,273502,24157,3285,796,4719.94,13063.59,1.77,12,8343.650000000001,2.77,63.87,8.83,13.6,24.23,0.2,1.44,5.93,2025,4,April,2,Wednesday
CAMP08644,2025-08-12,2025-08-22,Search,168107,11406,4770,1892,1689.57,2044.08,0.21,10,354.51,1.21,17.34,6.78,41.82,39.66,0.15,0.35,0.89,2025,8,August,3,Tuesday
CAMP08645,2025-09-30,2025-10-14,Influencer,170531,5646,654,322,2130.57,5129.09,1.41,14,2998.52,2.41,58.46,3.31,11.58,49.24,0.38,3.26,6.62,2025,9,September,3,Tuesday
CAMP08646,2025-08-20,2025-09-01,Search,177359,5610,1627,727,3059.36,5468.02,0.79,12,2408.6600000000003,1.79,44.05,3.16,29.0,44.68,0.55,1.88,4.21,2025,8,August,3,Wednesday
CAMP08647,2025-09-13,2025-09-24,Display,235964,8261,2215,813,1651.19,2761.26,0.67,11,1110.0700000000002,1.67,40.2,3.5,26.81,36.7,0.2,0.75,2.03,2025,9,September,3,Saturday
CAMP08648,2025-01-24,2025-02-07,Influencer,130774,7193,1301,281,3342.82,6524.39,0.95,14,3181.57,1.95,48.76,5.5,18.09,21.6,0.46,2.57,11.9,2025,1,January,1,Friday
CAMP08649,2025-04-19,2025-04-27,Display,218089,21346,7145,2288,1518.26,3845.04,1.53,8,2326.7799999999997,2.53,60.51,9.79,33.47,32.02,0.07,0.21,0.66,2025,4,April,2,Saturday
CAMP08650,2025-07-10,2025-07-16,Influencer,173594,3441,875,496,2683.92,4921.17,0.83,6,2237.25,1.83,45.46,1.98,25.43,56.69,0.78,3.07,5.41,2025,7,July,3,Thursday
CAMP08651,2025-12-13,2025-12-26,Social,43941,2418,433,125,2841.98,7508.96,1.64,13,4666.98,2.64,62.15,5.5,17.91,28.87,1.18,6.56,22.74,2025,12,December,4,Saturday
CAMP08652,2025-01-25,2025-01-31,Influencer,78588,5611,2416,1076,4022.77,7819.74,0.94,6,3796.97,1.94,48.56,7.14,43.06,44.54,0.72,1.67,3.74,2025,1,January,1,Saturday
CAMP08653,2025-07-06,2025-07-11,Display,91938,2952,1075,605,4314.35,4835.34,0.12,5,520.9899999999998,1.12,10.77,3.21,36.42,56.28,1.46,4.01,7.13,2025,7,July,3,Sunday
CAMP08654,2025-10-15,2025-10-27,Email,248795,24187,2536,1002,3439.81,7776.36,1.26,12,4336.549999999999,2.26,55.77,9.72,10.48,39.51,0.14,1.36,3.43,2025,10,October,4,Wednesday
CAMP08655,2025-04-26,2025-05-10,Social,249696,10340,3109,1176,1423.06,3645.25,1.56,14,2222.19,2.56,60.96,4.14,30.07,37.83,0.14,0.46,1.21,2025,4,April,2,Saturday
CAMP08656,2025-12-04,2025-12-17,Search,99846,9376,1955,501,2372.9,3872.49,0.63,13,1499.5899999999997,1.63,38.72,9.39,20.85,25.63,0.25,1.21,4.74,2025,12,December,4,Thursday
CAMP08657,2025-02-06,2025-02-11,Social,62428,3980,1854,1098,2857.96,4127.71,0.44,5,1269.75,1.44,30.76,6.38,46.58,59.22,0.72,1.54,2.6,2025,2,February,1,Thursday
CAMP08658,2025-10-09,2025-10-20,Social,278859,2890,1127,305,1559.35,3555.87,1.28,11,1996.52,2.28,56.15,1.04,39.0,27.06,0.54,1.38,5.11,2025,10,October,4,Thursday
CAMP08659,2025-05-17,2025-05-23,Search,45583,1732,596,233,4706.0,8025.07,0.71,6,3319.0699999999997,1.71,41.36,3.8,34.41,39.09,2.72,7.9,20.2,2025,5,May,2,Saturday
CAMP08660,2025-08-15,2025-08-25,Influencer,201791,2409,326,87,632.26,1777.65,1.81,10,1145.39,2.81,64.43,1.19,13.53,26.69,0.26,1.94,7.27,2025,8,August,3,Friday
CAMP08661,2025-11-16,2025-12-01,Social,25706,1139,537,182,4183.93,10600.55,1.53,15,6416.619999999999,2.53,60.53,4.43,47.15,33.89,3.67,7.79,22.99,2025,11,November,4,Sunday
CAMP08662,2025-11-24,2025-12-03,Social,288460,27094,4272,2364,2189.44,4208.95,0.92,9,2019.5099999999998,1.92,47.98,9.39,15.77,55.34,0.08,0.51,0.93,2025,11,November,4,Monday
CAMP08663,2025-07-01,2025-07-06,Email,172667,13832,3877,1773,4733.0,13967.71,1.95,5,9234.71,2.95,66.11,8.01,28.03,45.73,0.34,1.22,2.67,2025,7,July,3,Tuesday
CAMP08664,2025-12-28,2026-01-03,Email,269641,17745,6608,1347,2709.46,4576.3,0.69,6,1866.8400000000001,1.69,40.79,6.58,37.24,20.38,0.15,0.41,2.01,2025,12,December,4,Sunday
CAMP08665,2025-03-27,2025-04-02,Display,18562,1085,323,189,3675.57,6944.05,0.89,6,3268.48,1.89,47.07,5.85,29.77,58.51,3.39,11.38,19.45,2025,3,March,1,Thursday
CAMP08666,2025-02-22,2025-03-08,Search,144829,6304,2855,1466,3698.96,8499.74,1.3,14,4800.78,2.3,56.48,4.35,45.29,51.35,0.59,1.3,2.52,2025,2,February,1,Saturday
CAMP08667,2025-12-14,2025-12-28,Influencer,236311,6862,2979,1784,3520.22,7125.15,1.02,14,3604.93,2.02,50.59,2.9,43.41,59.89,0.51,1.18,1.97,2025,12,December,4,Sunday
CAMP08668,2025-12-21,2025-12-31,Influencer,224267,3504,540,272,341.95,577.48,0.69,10,235.53000000000003,1.69,40.79,1.56,15.41,50.37,0.1,0.63,1.26,2025,12,December,4,Sunday
CAMP08669,2025-08-23,2025-09-07,Display,276162,7487,2598,1314,3148.65,5779.6,0.84,15,2630.9500000000003,1.84,45.52,2.71,34.7,50.58,0.42,1.21,2.4,2025,8,August,3,Saturday
CAMP08670,2025-09-24,2025-09-29,Influencer,165349,6884,832,399,4484.57,12231.04,1.73,5,7746.470000000001,2.73,63.33,4.16,12.09,47.96,0.65,5.39,11.24,2025,9,September,3,Wednesday
CAMP08671,2025-10-14,2025-10-29,Influencer,180149,10232,3972,1466,4233.19,5911.31,0.4,15,1678.1200000000008,1.4,28.39,5.68,38.82,36.91,0.41,1.07,2.89,2025,10,October,4,Tuesday
CAMP08672,2025-04-10,2025-04-18,Email,170644,4845,1910,622,4583.24,7494.71,0.64,8,2911.4700000000003,1.64,38.85,2.84,39.42,32.57,0.95,2.4,7.37,2025,4,April,2,Thursday
CAMP08673,2025-03-28,2025-04-11,Influencer,47020,4593,1092,447,2277.5,3181.75,0.4,14,904.25,1.4,28.42,9.77,23.78,40.93,0.5,2.09,5.1,2025,3,March,1,Friday
CAMP08674,2025-01-15,2025-01-30,Influencer,115005,1945,806,218,2327.54,4711.92,1.02,15,2384.38,2.02,50.6,1.69,41.44,27.05,1.2,2.89,10.68,2025,1,January,1,Wednesday
CAMP08675,2025-04-11,2025-04-20,Display,62264,1153,416,203,4060.12,5366.64,0.32,9,1306.5200000000004,1.32,24.35,1.85,36.08,48.8,3.52,9.76,20.0,2025,4,April,2,Friday
CAMP08676,2025-06-14,2025-06-20,Display,218393,15600,4705,2817,1587.0,2130.19,0.34,6,543.19,1.34,25.5,7.14,30.16,59.87,0.1,0.34,0.56,2025,6,June,2,Saturday
CAMP08677,2025-01-29,2025-02-04,Social,49944,3893,1098,483,3848.86,10271.02,1.67,6,6422.16,2.67,62.53,7.79,28.2,43.99,0.99,3.51,7.97,2025,1,January,1,Wednesday
CAMP08678,2025-04-24,2025-05-05,Influencer,291858,28462,4088,2218,2571.57,6187.34,1.41,11,3615.77,2.41,58.44,9.75,14.36,54.26,0.09,0.63,1.16,2025,4,April,2,Thursday
CAMP08679,2025-04-17,2025-04-28,Influencer,54294,3134,979,263,1395.22,1921.23,0.38,11,526.01,1.38,27.38,5.77,31.24,26.86,0.45,1.43,5.31,2025,4,April,2,Thursday
CAMP08680,2025-12-30,2026-01-09,Influencer,168783,4208,683,362,3254.04,5770.49,0.77,10,2516.45,1.77,43.61,2.49,16.23,53.0,0.77,4.76,8.99,2025,12,December,4,Tuesday
CAMP08681,2025-05-10,2025-05-15,Email,267364,25242,9148,5150,1549.39,4390.62,1.83,5,2841.2299999999996,2.83,64.71,9.44,36.24,56.3,0.06,0.17,0.3,2025,5,May,2,Saturday
CAMP08682,2025-03-25,2025-04-01,Influencer,130303,12798,4324,2315,3391.71,9294.04,1.74,7,5902.330000000001,2.74,63.51,9.82,33.79,53.54,0.27,0.78,1.47,2025,3,March,1,Tuesday
CAMP08683,2025-09-28,2025-10-11,Email,21771,2027,438,197,2889.61,6672.06,1.31,13,3782.4500000000003,2.31,56.69,9.31,21.61,44.98,1.43,6.6,14.67,2025,9,September,3,Sunday
CAMP08684,2025-09-01,2025-09-15,Social,249279,22048,4383,2500,3638.75,5705.44,0.57,14,2066.6899999999996,1.57,36.22,8.84,19.88,57.04,0.17,0.83,1.46,2025,9,September,3,Monday
CAMP08685,2025-08-02,2025-08-07,Search,212831,3614,1049,613,3035.4,5301.56,0.75,5,2266.1600000000003,1.75,42.75,1.7,29.03,58.44,0.84,2.89,4.95,2025,8,August,3,Saturday
CAMP08686,2025-11-02,2025-11-08,Influencer,297573,25870,7890,4151,3815.6,8800.68,1.31,6,4985.08,2.31,56.64,8.69,30.5,52.61,0.15,0.48,0.92,2025,11,November,4,Sunday
CAMP08687,2025-06-15,2025-06-27,Display,6839,655,274,114,4981.43,10565.34,1.12,12,5583.91,2.12,52.85,9.58,41.83,41.61,7.61,18.18,43.7,2025,6,June,2,Sunday
CAMP08688,2025-10-06,2025-10-17,Display,262186,15654,3468,1852,2392.06,5074.17,1.12,11,2682.11,2.12,52.86,5.97,22.15,53.4,0.15,0.69,1.29,2025,10,October,4,Monday
CAMP08689,2025-02-28,2025-03-13,Influencer,203379,16175,4227,1474,3031.43,5598.27,0.85,13,2566.8400000000006,1.85,45.85,7.95,26.13,34.87,0.19,0.72,2.06,2025,2,February,1,Friday
CAMP08690,2025-03-31,2025-04-14,Email,29940,2080,493,166,599.26,707.4,0.18,14,108.13999999999999,1.18,15.29,6.95,23.7,33.67,0.29,1.22,3.61,2025,3,March,1,Monday
CAMP08691,2025-11-27,2025-12-05,Display,95528,3431,883,299,4757.01,5913.42,0.24,8,1156.4099999999999,1.24,19.56,3.59,25.74,33.86,1.39,5.39,15.91,2025,11,November,4,Thursday
CAMP08692,2025-07-13,2025-07-21,Display,274820,17279,5647,1579,3022.05,8070.82,1.67,8,5048.7699999999995,2.67,62.56,6.29,32.68,27.96,0.17,0.54,1.91,2025,7,July,3,Sunday
CAMP08693,2025-05-03,2025-05-14,Social,88988,8012,2587,1162,603.73,1671.27,1.77,11,1067.54,2.77,63.88,9.0,32.29,44.92,0.08,0.23,0.52,2025,5,May,2,Saturday
CAMP08694,2025-05-16,2025-05-21,Social,152972,8363,2045,950,2060.06,5742.21,1.79,5,3682.15,2.79,64.12,5.47,24.45,46.45,0.25,1.01,2.17,2025,5,May,2,Friday
CAMP08695,2025-05-19,2025-06-02,Social,71196,4493,1531,832,498.34,971.35,0.95,14,473.01000000000005,1.95,48.7,6.31,34.08,54.34,0.11,0.33,0.6,2025,5,May,2,Monday
CAMP08696,2025-08-17,2025-08-30,Display,123104,7119,2466,1178,2536.28,7281.73,1.87,13,4745.449999999999,2.87,65.17,5.78,34.64,47.77,0.36,1.03,2.15,2025,8,August,3,Sunday
CAMP08697,2025-10-01,2025-10-07,Display,70913,2511,780,399,1457.56,3899.61,1.68,6,2442.05,2.68,62.62,3.54,31.06,51.15,0.58,1.87,3.65,2025,10,October,4,Wednesday
CAMP08698,2025-02-19,2025-02-24,Influencer,136231,9254,2599,1235,1767.37,3125.28,0.77,5,1357.9100000000003,1.77,43.45,6.79,28.09,47.52,0.19,0.68,1.43,2025,2,February,1,Wednesday
CAMP08699,2025-04-28,2025-05-09,Influencer,228748,12776,1675,802,438.48,634.06,0.45,11,195.57999999999993,1.45,30.85,5.59,13.11,47.88,0.03,0.26,0.55,2025,4,April,2,Monday
CAMP08700,2025-07-21,2025-07-31,Email,261382,8084,2558,860,3835.8,9425.06,1.46,10,5589.259999999999,2.46,59.3,3.09,31.64,33.62,0.47,1.5,4.46,2025,7,July,3,Monday
CAMP08701,2025-07-10,2025-07-17,Display,17980,1628,626,367,4221.52,10345.29,1.45,7,6123.77,2.45,59.19,9.05,38.45,58.63,2.59,6.74,11.5,2025,7,July,3,Thursday
CAMP08702,2025-12-30,2026-01-04,Influencer,142348,13594,2530,1152,786.66,2187.2,1.78,5,1400.54,2.78,64.03,9.55,18.61,45.53,0.06,0.31,0.68,2025,12,December,4,Tuesday
CAMP08703,2025-11-19,2025-11-28,Influencer,23372,350,143,62,3778.2,4159.55,0.1,9,381.35000000000036,1.1,9.17,1.5,40.86,43.36,10.79,26.42,60.94,2025,11,November,4,Wednesday
CAMP08704,2025-06-30,2025-07-14,Social,224769,14837,4964,2675,729.99,1244.73,0.71,14,514.74,1.71,41.35,6.6,33.46,53.89,0.05,0.15,0.27,2025,6,June,2,Monday
CAMP08705,2025-03-19,2025-03-27,Social,13168,623,121,44,519.15,555.35,0.07,8,36.200000000000045,1.07,6.52,4.73,19.42,36.36,0.83,4.29,11.8,2025,3,March,1,Wednesday
CAMP08706,2025-03-16,2025-03-25,Social,235241,13487,2227,531,659.05,936.34,0.42,9,277.2900000000001,1.42,29.61,5.73,16.51,23.84,0.05,0.3,1.24,2025,3,March,1,Sunday
CAMP08707,2025-10-22,2025-10-27,Search,292110,12749,2526,747,255.74,460.13,0.8,5,204.39,1.8,44.42,4.36,19.81,29.57,0.02,0.1,0.34,2025,10,October,4,Wednesday
CAMP08708,2025-10-08,2025-10-13,Influencer,264929,13959,5634,2947,1942.77,2420.96,0.25,5,478.19000000000005,1.25,19.75,5.27,40.36,52.31,0.14,0.34,0.66,2025,10,October,4,Wednesday
CAMP08709,2025-01-21,2025-01-30,Social,112904,4415,883,435,4769.32,12612.81,1.64,9,7843.49,2.64,62.19,3.91,20.0,49.26,1.08,5.4,10.96,2025,1,January,1,Tuesday
CAMP08710,2025-06-20,2025-06-30,Social,140987,2902,1083,267,4506.35,6334.86,0.41,10,1828.5099999999993,1.41,28.86,2.06,37.32,24.65,1.55,4.16,16.88,2025,6,June,2,Friday
CAMP08711,2025-01-15,2025-01-24,Display,175081,6510,2072,472,1726.35,3146.58,0.82,9,1420.23,1.82,45.14,3.72,31.83,22.78,0.27,0.83,3.66,2025,1,January,1,Wednesday
CAMP08712,2025-07-30,2025-08-05,Social,266496,18742,5973,2680,3993.77,10397.22,1.6,6,6403.449999999999,2.6,61.59,7.03,31.87,44.87,0.21,0.67,1.49,2025,7,July,3,Wednesday
CAMP08713,2025-02-17,2025-03-02,Display,110439,1605,707,406,4140.47,5107.07,0.23,13,966.5999999999995,1.23,18.93,1.45,44.05,57.43,2.58,5.86,10.2,2025,2,February,1,Monday
CAMP08714,2025-03-27,2025-04-05,Email,9047,402,180,48,845.09,1892.36,1.24,9,1047.27,2.24,55.34,4.44,44.78,26.67,2.1,4.69,17.61,2025,3,March,1,Thursday
CAMP08715,2025-05-29,2025-06-13,Social,283659,3916,1232,516,1224.33,3527.33,1.88,15,2303.0,2.88,65.29,1.38,31.46,41.88,0.31,0.99,2.37,2025,5,May,2,Thursday
CAMP08716,2025-07-07,2025-07-22,Display,205287,8635,1089,571,3483.43,6648.39,0.91,15,3164.9600000000005,1.91,47.6,4.21,12.61,52.43,0.4,3.2,6.1,2025,7,July,3,Monday
CAMP08717,2025-11-02,2025-11-11,Social,158809,2840,467,192,1393.75,2063.11,0.48,9,669.3600000000001,1.48,32.44,1.79,16.44,41.11,0.49,2.98,7.26,2025,11,November,4,Sunday
CAMP08718,2025-05-31,2025-06-14,Email,221068,8968,4299,1463,4696.95,13557.28,1.89,14,8860.330000000002,2.89,65.35,4.06,47.94,34.03,0.52,1.09,3.21,2025,5,May,2,Saturday
CAMP08719,2025-05-21,2025-06-03,Social,148999,12728,1958,1010,1230.49,1363.84,0.11,13,133.3499999999999,1.11,9.78,8.54,15.38,51.58,0.1,0.63,1.22,2025,5,May,2,Wednesday
CAMP08720,2025-03-10,2025-03-17,Display,69565,4536,1969,1001,4015.81,6518.44,0.62,7,2502.6299999999997,1.62,38.39,6.52,43.41,50.84,0.89,2.04,4.01,2025,3,March,1,Monday
CAMP08721,2025-09-17,2025-09-26,Email,281980,20135,6365,3387,3814.69,10050.45,1.63,9,6235.76,2.63,62.04,7.14,31.61,53.21,0.19,0.6,1.13,2025,9,September,3,Wednesday
CAMP08722,2025-11-30,2025-12-09,Email,90641,5016,730,421,2568.42,3359.17,0.31,9,790.75,1.31,23.54,5.53,14.55,57.67,0.51,3.52,6.1,2025,11,November,4,Sunday
CAMP08723,2025-01-09,2025-01-15,Email,181150,16849,7881,2051,1390.05,1623.81,0.17,6,233.76,1.17,14.4,9.3,46.77,26.02,0.08,0.18,0.68,2025,1,January,1,Thursday
CAMP08724,2025-05-01,2025-05-16,Search,94080,5522,2602,875,265.91,509.49,0.92,15,243.57999999999998,1.92,47.81,5.87,47.12,33.63,0.05,0.1,0.3,2025,5,May,2,Thursday
CAMP08725,2025-04-11,2025-04-19,Display,193099,3743,1295,769,4159.08,6918.81,0.66,8,2759.7300000000005,1.66,39.89,1.94,34.6,59.38,1.11,3.21,5.41,2025,4,April,2,Friday
CAMP08726,2025-05-29,2025-06-13,Search,213325,20048,5123,2242,1951.0,5061.52,1.59,15,3110.5200000000004,2.59,61.45,9.4,25.55,43.76,0.1,0.38,0.87,2025,5,May,2,Thursday
CAMP08727,2025-05-26,2025-06-10,Email,169584,3726,1278,598,1766.54,2957.7,0.67,15,1191.1599999999999,1.67,40.27,2.2,34.3,46.79,0.47,1.38,2.95,2025,5,May,2,Monday
CAMP08728,2025-12-19,2025-12-25,Search,270406,27020,9486,5251,318.02,744.06,1.34,6,426.03999999999996,2.34,57.26,9.99,35.11,55.36,0.01,0.03,0.06,2025,12,December,4,Friday
CAMP08729,2025-08-31,2025-09-09,Social,278357,13690,4775,2274,841.51,1784.33,1.12,9,942.8199999999999,2.12,52.84,4.92,34.88,47.62,0.06,0.18,0.37,2025,8,August,3,Sunday
CAMP08730,2025-08-29,2025-09-12,Search,29129,483,189,89,1902.79,4174.69,1.19,14,2271.8999999999996,2.19,54.42,1.66,39.13,47.09,3.94,10.07,21.38,2025,8,August,3,Friday
CAMP08731,2025-12-03,2025-12-09,Influencer,246255,21613,2741,662,3485.06,7047.78,1.02,6,3562.72,2.02,50.55,8.78,12.68,24.15,0.16,1.27,5.26,2025,12,December,4,Wednesday
CAMP08732,2025-02-12,2025-02-26,Email,283668,5207,734,295,1115.91,1418.23,0.27,14,302.31999999999994,1.27,21.32,1.84,14.1,40.19,0.21,1.52,3.78,2025,2,February,1,Wednesday
CAMP08733,2025-04-05,2025-04-18,Email,285242,7330,1562,733,901.69,1013.56,0.12,13,111.86999999999989,1.12,11.04,2.57,21.31,46.93,0.12,0.58,1.23,2025,4,April,2,Saturday
CAMP08734,2025-08-14,2025-08-28,Display,261174,12421,2979,1557,1385.25,2892.12,1.09,14,1506.87,2.09,52.1,4.76,23.98,52.27,0.11,0.47,0.89,2025,8,August,3,Thursday
CAMP08735,2025-01-06,2025-01-16,Social,195883,13879,4929,1800,1488.82,3422.57,1.3,10,1933.7500000000002,2.3,56.5,7.09,35.51,36.52,0.11,0.3,0.83,2025,1,January,1,Monday
CAMP08736,2025-08-02,2025-08-14,Display,67903,1419,239,59,2108.92,5168.24,1.45,12,3059.3199999999997,2.45,59.19,2.09,16.84,24.69,1.49,8.82,35.74,2025,8,August,3,Saturday
CAMP08737,2025-07-25,2025-08-07,Search,74138,4895,1548,536,1868.59,4567.36,1.44,13,2698.7699999999995,2.44,59.09,6.6,31.62,34.63,0.38,1.21,3.49,2025,7,July,3,Friday
CAMP08738,2025-03-08,2025-03-20,Influencer,28059,2251,391,145,462.23,1146.62,1.48,12,684.3899999999999,2.48,59.69,8.02,17.37,37.08,0.21,1.18,3.19,2025,3,March,1,Saturday
CAMP08739,2025-04-10,2025-04-19,Influencer,177949,3757,909,454,3127.77,3254.9,0.04,9,127.13000000000011,1.04,3.91,2.11,24.19,49.94,0.83,3.44,6.89,2025,4,April,2,Thursday
CAMP08740,2025-01-12,2025-01-21,Influencer,178854,12212,5790,1203,739.27,1069.72,0.45,9,330.45000000000005,1.45,30.89,6.83,47.41,20.78,0.06,0.13,0.61,2025,1,January,1,Sunday
CAMP08741,2025-08-25,2025-09-04,Influencer,164470,15838,7258,2571,4355.31,10710.5,1.46,10,6355.19,2.46,59.34,9.63,45.83,35.42,0.27,0.6,1.69,2025,8,August,3,Monday
CAMP08742,2025-11-18,2025-11-23,Social,265541,25774,12403,4702,4311.62,5377.3,0.25,5,1065.6800000000003,1.25,19.82,9.71,48.12,37.91,0.17,0.35,0.92,2025,11,November,4,Tuesday
CAMP08743,2025-09-15,2025-09-30,Search,146867,3605,1213,509,454.7,624.38,0.37,15,169.68,1.37,27.18,2.45,33.65,41.96,0.13,0.37,0.89,2025,9,September,3,Monday
CAMP08744,2025-12-03,2025-12-15,Influencer,91723,7188,2160,1270,2124.19,4926.43,1.32,12,2802.2400000000002,2.32,56.88,7.84,30.05,58.8,0.3,0.98,1.67,2025,12,December,4,Wednesday
CAMP08745,2025-05-15,2025-05-21,Email,82156,7081,3112,1544,2436.72,6375.33,1.62,6,3938.61,2.62,61.78,8.62,43.95,49.61,0.34,0.78,1.58,2025,5,May,2,Thursday
CAMP08746,2025-08-10,2025-08-20,Search,76512,6886,908,262,4979.75,6597.99,0.32,10,1618.2399999999998,1.32,24.53,9.0,13.19,28.85,0.72,5.48,19.01,2025,8,August,3,Sunday
CAMP08747,2025-06-05,2025-06-18,Social,34232,1339,657,297,1331.17,2797.66,1.1,13,1466.4899999999998,2.1,52.42,3.91,49.07,45.21,0.99,2.03,4.48,2025,6,June,2,Thursday
